文本;真实一级评论数;真实点赞数;边数;最大边数;集群密度
日本必须停止向海里排放核污水。;1;329;330;9387;0.03515500159795462
日本水产品出口要转向欧美？日媒：难日本水产品转售欧美容易吗据日本《朝日新闻》月日报道，受中国全面停止进口日本水产品的影响，日本政府日公布了对水产从业者的援助措施。支柱政策包括“改变出口目的地”“强化国内加工体系”等，主要目的是“摆脱对华依赖”。日本欲将欧美和东南亚定为新的出口目的地，但实现起来面临多重困难。报道称，据日本农林水产省统计，中国是日本最大的水产品出口地，日本水产品加工业也严重依赖中国。此次的援助政策也包括加强日本国内加工体系的措施。但是，日本生产一线的看法并不乐观。在北海道经营水产加工企业的根田俊昭提出质疑：“日本建材价格高涨，机械和电费也在飙升，政府的对策是否具有现实意义？”即便在国内设置了加工点，能否雇到工人也是一大问题。日本政府还计划在欧美等地举办日本食品展销活动。首相岸田文雄将“全球和食热潮”视作开拓出口目的地的动力。但是，实际效果如何目前还不得而知。报道认为，日本食品主要面向中国等亚洲国家出口。虽然欧美市场的规模很大，但饮食文化上的巨大差异还是构成阻碍。而且，一般来说，欧美的卫生法规比亚洲更严格，可能需要更长的时间加以应对。长崎县养殖加工企业“桥口水产”社长桥口直正表示，中国全面停止进口预计将给其造成数亿日元（美元约合日元）的损失。该公司约的鰤鱼出口到海外，其中约销往中国。“公司正处于业务拓展阶段”，桥口直正说，月将正式进入出口季，预计还会造成更大损失。另据法新社月日报道，日本政府已连续多日向太平洋排放福岛核电站的污染水，逾百名来自福岛地区的渔民和市民计划提起诉讼，阻止当局继续排海。报道称，许多日本渔民一直反对核污水排海，担心这会令日本渔业在年大灾难后为改善行业形象所做的多年努力毁于一旦。由福岛和邻近县市的多个渔民和市民组成的抗议联盟，计划月日正式向福岛法院提起诉讼。抗议者发表联合声明称，这是一项错误的政策，因为它无视福岛渔民以及全国各地人民的强烈反对，是绝对无法容忍的举措。（参考消息）;1;6;7;9387;0.0007457121551081282
还是爱夏目友人帐，但日本排放核污水;1;2;3;9387;0.00031959092361776926
核污水请日本政府停止排放核污水一定不能不了了之啊，为了以后的生活一定要抗争到底希望祖国能够联合一切力量，尽快制止日本政府排放核污水;1;1;2;9387;0.0002130606157451795
。。。。？我发现很多人都平等的恨每一个日本人，就好像排放核污水是所有日本人一起放的一样一些同学的发言真的令我大开眼界有个室友今天还说日本很多词怎么都是外来词，全都是偷别人的我寻思外来词用音译不是每个国家都有吗;1;4;5;9387;0.0005326515393629487
航海家的视频核污染导致海洋已变色，座头鲸在痛苦哀叫。日本核污水预计持续排放至年日本核污水天将污染半个太平洋坚决抵制日本排放核污水;1;0;1;9387;0.00010653030787258975
为什么日本决定排放核污水全世界都无法阻止？水是地球唯一的血液如果地球水源流了，地球将会变成一个枯死的地球日本突然声称核污水危害健康张凯华微博的微博视频;4;126;130;9387;0.013848940023436668
棒子国抵制日本法西斯排放核污水，在野党的党首搞绝食，看起来很悲壮是不是？其实很扯淡，你应该拿起枪去杀敌啊，自己折磨自己算个什么玩意呢？日本法西斯都要笑死了。东亚这地方不来场大战，彻底修理修理这些妖魔鬼怪是不行的。;6;65;71;9387;0.007563651858953873
日本，这两字听着就很愤怒。如果不制止排放核污水，未来将会全球癌症大爆发、这辈子吃不了海鲜。欧美是日本核污水排放的同谋，目前只有中国有希望有能力制止日本继续反人类恐袭。日本排放时间要持续年，中国正在采取各种措施制止日本继续反人类罪行。;48;463;511;9387;0.054436987322893364
抵制日本法西斯排放核污水，官方目前能做的也就是禁止核食品进口，主力应该在民间，老百姓主动抵制日货，这才是最重要的，但是胡锡进我们需要管理自己的厌日情绪给民间的抵制力量泼了一盆冷水，彻底浇灭了民间抵制日本法西斯排放核污水的行动。官方做得有限，民间无法行动，那日本法西斯排放核污展开;10;112;122;9387;0.01299669756045595
我一开始就说了，抵制日本法西斯排放核污水的事情会不了了之，现在看基本如此，那接下来，日本法西斯和内部敌特会想方设法把核食品弄进来，搞成了既定事实，手法可能就是泛滥成灾，让你无从查处，会不会出现这种局面？以日本法西斯潜伏的力量完全可以做到。;14;101;115;9387;0.012250985405347822
发现了吗？对于日本的核污水排放，不要争论海鲜还能不能吃了，有一件更重要的事情，大家都忽略了，那么多国家，每年给联合国交了那么多的会费，那么这个时候联合国为什么不站出来主持公道呢？虽然表面说核污水排海没有什么影响，可是不管实际上有没有什么影响，但最起码间接上已经产生很大影响了，比如贸易进口，比如大家不敢吃海鲜等等。，像这种事情日本明明可以偷偷干的，为什么还要大声的报道，非要喊着让全球的人都知道呢？按以往的经验来看，把一件事情抛出来，吸引所有人的目光，目的就是为了在背后偷偷干一些不想让别人知道的事情，比如古代的明修栈道暗度陈仓。，如果越来越多的人不敢吃海鲜了，那么我国那么多渔民靠捕鱼为生，他们没有地可种，难不成七老八十了还出去打工吗？他们以后的生活怎么办？;1;218;219;9387;0.023330137424097154
民众上街反排放，政府大办海鲜节“我们正在经历双重打击，消费低迷，鱼类死亡率上升。”韩国养殖场人员抱怨。信心受损、愤怒难平的不止韩国渔业。铺天盖地的反对声充斥韩国民间。盖洛普韩国月民调显示，的受访者表示不愿意再吃海鲜。超过的韩国人，反对日本排放核污水计划。年新上台的尹锡悦，这次决然站在了民意的对立面。一方面，他领导的政府，对日本的的核污水排海计划表示不反对，另一方面，韩国政府正积极谋划刺激海鲜消费，未来一个月内将在多地推出海鲜节。观察、理解韩国面对核污水时的争端，也许更能理解：是否排污入海，远不止一个实际的工程问题。;7;26;33;9387;0.003515500159795462
月日，日本核污水排放已经持续了天，青岛核辐射值最新出炉青岛市环保局站的检测结果显示，辐射值为，而青岛辖区的三个监测点的辐射值走势基本保持不变，都在安全范围内。大家可以放心啦，不必恐慌。只要小日本还在继续排放核污水，我们就会持续进行监测。当然，也没必要整天盯着这个事情不放，可以放心地生产生活。小编会一直关注这个问题，并及时公布辐射值情况和监测结果，让大家第一时间了解最新信息。随着核污水的排放不断增加，辐射值可能会发生变化。我们应该保持警惕，持续关注辐射数值的变化。小编在此提醒大家，所提供的监测数据均来自国家辐射环境监测网，任何人都不得随意捏造数据，更不能相信谣言或散布谣言。发现青岛美景青岛的代表物青岛四季青岛哪里耍？抖美好青岛青岛头条爆料青岛身边事;3;1;4;9387;0.000426121231490359
为什么全世界都无法阻止日本排放核污水？东京电力有多离谱日本核污染水排海量已超吨;2;11;13;9387;0.0013848940023436667
日媒曝“中国拒绝加入日方建议的核污染水评估国际机制”：再次凸显中方强硬姿态“中国拒绝加入日方建议的处理水评估国际机制。”日媒称，这再次凸显出中方反对核污染水排海的强硬姿态。月日，日本共同社独家报道称，关于东京电力福岛第一核电站核污染水排海，日本政府曾向中方建议加入国际原子能机构（）的所谓国际机制，但中方拒绝。日媒介绍称，该机制由多个国家研究机构组成，将对日本政府和分别实施的福岛近海海水监测结果进行比较和分析。参加该机制的研究机构由相关组织选出，包括美国和法国、瑞士、韩国的机构。为保证国际评估的“客观性”，当事国日本没有加入该机制。据日中关系消息人士称，日本政府今年以来多次通过外交渠道敦促中方加入该国际机制，但据悉中方质疑该机制的实效性，认为无法保证分析和评估的独立性等，因此没有接受该建议。日媒宣称，这再次凸显出中方反对核污染水排海的强硬姿态，日本寻求所谓“基于科学根据”的讨论变得“困难”。而一位日本政府消息人士说，中国可能认为加入该框架“相当于支持海洋排放”。此外，日本政府就核污染水向中方提议设置日中专家和实务人士参加的“磋商机制”，但中方对此尚未回应。日，东盟（）相关首脑会议在印尼首都雅加达开幕。日媒称，首相岸田文雄是否与中方接触及讨论核污染水排海问题，成为焦点。不过正式的首脑会谈并未推进协调，很可能不会举行。尽管日媒一再宣传所谓国际机制，但观察者网注意到，韩媒《韩民族日报》曾在月日报道称，核污水排海的安全性争议巨大，但日方却通过各种手段来阻止他国对水质进行独立验证，一直反对韩国等利益相关国家直接取样，并在排海后也坚持这一立场。“如果日本不允许其他国家独立测试，等公众对核污水排海的关注度降低的时候，我毫不怀疑日本会胡乱排放。”韩国核能领域专家李丁润受访时直言。月日，韩联社发文透露，日本东京电力公司当天邀请媒体记者参观福岛核污水排海设施，日方希望通过这样的活动，让媒体帮助其宣传所谓的“海洋排放安全”的观点。在活动现场采访的一位法国记者提议说：“为了提高可信度，让环境团体等第三方机构或专家等参与放射性测定或监测工作怎么样？”然而，负责现场采访说明的东京电力公司职工立即予以否定。他长篇累牍地解释日方测定氚含量的方式，并称“国际原子能机构（）的人正在参与所有监测工作”。韩联社记者写道，“仅凭的监测并不能消除不信任感，这也是有人主张第三方机构或专家参与监测的原因，但是，他（东电职工）好像没听懂似的说了别的东西。”值得注意的是，尹锡悦胜选上台后，新一任韩国政府在对日本核污水排海问题的态度上不断软化。至于美国，尽管美国科学界有不少反对声，但在福岛核污染水排海问题上，拜登政府一直是日本的坚定支持者。中国南海研究院海洋法律与政策研究所副所长丁铎认为，日本是美国的盟友，在福岛核污染水排放问题上，美国政府的考量并不是出于国际社会的公平正义以及子孙后代的福祉，更多是从地缘政治的角度来考虑。“美国在这个问题上公开支持日本，减轻日本的压力，日本也必然会在其他方面对美国投桃报李。”;8;32;40;9387;0.00426121231490359
排放核污水的日本孤儿们更加垃圾狂四郎青叶真司辣鸡;1;2134;2135;9387;0.22744220730797912
核污水排海香港食安中心检测个日本进口水产辐射水平，全部样本合格香港环境及生态局今日公布，过去一日截至今日中午，食安中心已对个进口日本“水产及其制品、海藻及海盐”的食物样本作辐射水平检测，未发现辐射水平超出安全标准。香港环境及生态局指，渔护署已对个本地渔产品样本作辐射水平检测，全部样本检测合格。天文台亦已加强监测香港水域的环境辐射水平。至目前为止，并没有发现异常情况。环境及生态局又指，由月日起至今日中午，食安中心及渔护署分别检测了共个日本进口食物样本及共个本地渔产品样本作辐射水平检测，全部样本检测合格。香港香港爆料日本核废水排海已经开始影响邻国太平洋沿岸国有权向日本政府发起核污水索赔日本核污染水下午排入海洋日本排放核污水后你还会吃海鲜吗历史会记住日本政府这一笔日本就中国暂停进口水产品向提交文件日本日本正采取卑劣手段对中国倒打一耙日本核污染水排海民众忍无可忍日本水产行业哀鸿遍野网页链接;1;2;3;9387;0.00031959092361776926
海客谈：墨西哥民众称日本核污水排海将影响全人类连日来，日本政府无视公共利益、为一己之私单方面强行启动核污染水排海，遭到日本国内及国际社会的强烈反对和批评。在太平洋的另一侧，拍客来到墨西哥蒙特雷市街头，针对核污水排海一事采访了多位墨西哥民众。他们认为在排放核污水之前，日本政府应该听取其他国家，尤其是环太平洋国家的意见。“我认为日本应该征求其他国家的意见，”当地一名社会活动家说道，“日本排放核污水将对全人类造成影响。”的微博视频;4;73;77;9387;0.00820283370618941
天天硬事期中国禁止日海产品日本已花费超千亿日元疏通关系早知如此何必当初呢美国将彻底从全球霸权的神坛跌落坚决抵制日本排放核污水日本海产品价格暴跌日本不认罪和其文化有关真的很博通的微博视频;5;49;54;9387;0.005752636625119847
胡锡进就是官僚买办阶层的代言人，胡锡进我们需要管理自己的厌日情绪既然这种投降言论都出台了，那说明抵制日本法西斯排放核污水的事情已经告一段落了。;3;233;236;9387;0.02514115265793118
我不是忘了日本排放核污水，我是一点办法也没有，我也不想干着急了;2;2;4;9387;0.000426121231490359
日系车新能源汽车核污水排放，毁的是日系车品牌？最近，我国“抗日情绪”高涨，甚至有人调侃称，一代人有一代人的抗日。之所以会出现这现象，与日本行为息息相关。月日起，日本启动了核污水排海计划。该举动或将威胁人类的生命安全，日本也应该遭到谴责。那么，在汽车行业，日系车会受核污水影响吗？还能买吗？这几年，在电气化浪潮的冲击之下，由于日系车品牌进程缓慢，已经开始走下坡路了。据数据显示年日系车在华销量约为万辆同比下降降幅仅次于韩系车的。而如今国人抵制情绪高涨，日系车品牌或将再次受到影响。而日系车到底能不能买，主要是看产地，看汽车零部件产地是否为福岛。此外，还要看汽车零部件是否可能会使用被核污水污染了的海水。其实，就算汽车不是在福岛生产，也未使用核污水污染的海水，也无法消除部分消费者的疑虑，更无法磨灭国人对日本排核污水的厌恶。因此，唯有日本停止排放核污水，才可能打消大家的后顾之忧。;1;0;1;9387;0.00010653030787258975
日本排放核污水呀，已经成为事实了，愤怒之余也要想想应对的办法，未来对大家的身体要求就更高了。黄帝内经讲，正气存内邪不可干，正气充足的地方啊，外邪就很难入进来了。所以说呀，我们要尽量的提升我们的正气，方法有很多，比如说少熬夜，多晒太阳，饮食的节制，包括正心正念，还是祝大家都健康，都喜乐。;5;4;9;9387;0.0009587727708533077
日本称为应对中国禁令已砸千亿日元日本为核废水买单是自作自受不值得同情和原谅它的排放霍霍的可是全人类日本核废水研究称日本核污水排海天到达中国;3;24;27;9387;0.0028763183125599234
日本称为应对中国禁令已砸千亿日元为什么日本花那么多钱砸钱给核污水擦屁股，而不是把这些钱用于进一步处理核污水。原因我提到过不少次，首要目标是：“千金买马骨”就是要维持一个“低成本排放”，让全世界资本看看他们是如何保护东电的，在日本是可以这样处理危机的，政府是这样保护大财团的。展开;3;31;34;9387;0.0036220304676680515
小笛的追剧日记最近在看我的童年回忆《人鱼的旋律》幼稚但还是觉得好好看讲的是人鱼公主们唱歌拯救世界的故事小时候把每一首歌的歌词都记在小本本上，每一首歌都会唱，喜欢露亚和波音，每集都觉得海斗眼瞎认不出来露亚很讽刺，日本创造的动画片，如果真的有人鱼公主的话，面对排放的核污水也是无能为力的吧;1;2;3;9387;0.00031959092361776926
郭松民：日本核污水排海是一个科学问题吗？一个非常耐人寻味的现象是，日本政府、站在日本政府背后的美国政府、中国国内舆论场的亲日派，都在竭尽全力地把日本向海洋排放核污水这件事，说成是一个纯粹的科学问题。有一个帖子，《从福岛核废水说起：我们在谈科学还是立场》就是从“科学”角展开;6;73;79;9387;0.00841589432193459
最新的消息显示，日本终于在核污水排放问题上做出了重大决策。经过长时间的备受争议和国际压力，日本政府宣布将停止原有的排海行动。这项新政策有望为处理核污水问题带来曙光，给全球环境保护带来重要突破。;1;2;3;9387;0.00031959092361776926
别抢啦别抢啦足够吃的日本排放核污水抢盐囤货张亲亲的微博视频;1;1;2;9387;0.0002130606157451795
网传俄罗斯专家再次建议，用核爆处理福岛核电站前段时间俄罗斯强行派出了一艘名为阿卡德米克费多罗夫的科研船，前往日本核污水排放海域强行进行采样检查。在这之前，日本拒绝任何国家或者第三方国际组织，前往日本核污水排放的近海区域进行海水的采样检测。尤其是对韩国更是趾高气扬，大有一种你敢来取样，我就敢把你赶走的气势在里面。然而俄罗斯一来，日本直接怂了，根本不敢采取任何实质性或过激的行动来阻止或驱赶俄罗斯科研船。也就在这时，中国互联网上又传出来了一个声音，说俄罗斯专家再次建议，用核爆处理福岛核电站拯救人类。最早提出这个说法的是《凤凰卫视》，不过具体是哪个俄罗斯专家说的，这个专家到底存不存在，本虎也不好说，毕竟资料找不到。但是用核爆来抵消核辐射影响的事情，俄罗斯人，或者说是当年的苏联人，确实有过这样的想法。苏联在上世纪年代的时候，曾经提出了和平利用核弹，通过核爆开矿或者挖掘水库的计划。这项计划的名字叫做“国民经济核爆炸”。为了验证这个项目，苏联在哈萨克斯坦用核弹开凿了一个恰刚人工湖。在开凿人工湖的时候，苏联采用了一种低辐射低裂变的核爆炸装置，同时该装置具备“中和”核污水的功能。而这个项目，想必也就是凤凰卫视说的用氢弹炸福岛核电站的说法的来历。现在中国网络都在传这样一个说法，如果俄罗斯测出来核污染海水放射性超标，俄罗斯将会用武力“帮”日本解决这个难题。就是不知道这个说法到底是真是假。;42;269;311;9387;0.033130925748375416
若是特朗普大选获胜成功上台，排放核污水的日本可真要面临大麻烦了。近日，特朗普在演讲中公开嘲讽日本核污水排海的问题，表示日本的核污水中包含有没有经过处理的上百种放射性元素，就算是铜墙铁壁也阻止不了核泄漏，而对于“瞌睡乔”支持日本排放核污水的行为，特朗普也是语言辛辣地表示“希望这穿着纸尿布的家伙喝一杯排泄物，自己衷心祝愿拜登成为绿巨人。”不得不说，特朗普虽然看着作风十分张狂，但是在一些重大问题上却远比拜登和民主党理性、高明得多，正是因为深知核污水对美国也会造成严重损失，所以才会这样言辞激烈地抨击日本核污水排海的行为，显然，一旦特朗普明年成功上台，那么肯定将会对日本索要巨额赔偿，狠狠敲诈日本一笔，到那个时候，失去了美国支持的岸田文雄，可真就是陷入了两边都不是人，四面楚歌的窘境了。最后还是要感慨一下，特朗普是什么人？那可是曾经提倡往身体里注射消毒液来消灭新冠病毒的狠人，但是面对日本核污水依旧如此警惕，由此可见日本核污水的“威力”到底有多大了。;119;640;759;9387;0.08085650367529562
上午英语课，外教让大家一人写下来一个问题问他，有人问他：如何看待日本排放核污水接下来分组起名，有个小组起名叫，外教不理解是什么意思，我真的会笑死;8;14;22;9387;0.0023436667731969747
现在终于知道为什么我不追什么明星了，因为没有德行，不关心社会，不正确引导舆论，那些被外国资本占据了股份的公司那些被收购的草药，那些日本核污水排放很少见那个明行会表达态度的，不过都是自己的利益前程重要;3;4;7;9387;0.0007457121551081282
日本宣称核污水排放入海没问题让我想起了二战时期第一枚原子弹投到广岛的时候，日本也是说只是普通的导弹捏，连内阁会议也没开;1;1;2;9387;0.0002130606157451795
年年想买，年年都搁置，今年终于决定出了新款一定要买，然后日本就排放核污水了，手里的日产本子用着多少都有点膈应。;2;4;6;9387;0.0006391818472355385
月份日本刚排放核污水，不理解地理杂志月刊为什么要登一篇这样的文章;1;0;1;9387;0.00010653030787258975
其实我已懒的废话了，但面对日对大量媒体指责，福岛核污染水排海责任全在中方，不得不将事情的来龙去脉说一下：假如日本侵华期间，那两个受日本“大本营”赏识的军曹，面对严重警告，听那两个佐官的劝告不对一无辜平民加害，我想他们的家乡广岛、长崎可能就不会遭受核击，这两个城市要为这两个混蛋的展开;1;0;1;9387;0.00010653030787258975
核污水排海背后巨大阴谋日本宁花核污染水排海预算倍的亿日元公关，也不执行危害更小的核污水处理方案，美国称日本排放核污水只是幌子，而是为掩盖已拥有制造六千枚核弹的钚日本核污水日本核污染水排海铁军小子的微博视频;5;75;80;9387;0.00852242462980718
日本劫难来了中国停止进口日本海产品，俄罗斯调查日本排放核污水，一旦超标，武力解决，非同小可。普京对日“宣战”俄罗斯要对日本核污水进行检测主持人春笋计划日本核废水排入大海祸害人类快手快手主持人美玲的快手视频;2;11;13;9387;0.0013848940023436667
日本在巴西进行大规模土地购买和移民计划的事情已经曝光。据报道，日本已经秘密购买了超过万平方公里的土地，并且已经有万日本人在那里定居。当时这个消息并没有引起广泛的关注。然而，日本公然排放核污水，现在回顾这个问题，我们不得不惊叹日本早已做好了最坏的打算。巴西已经成为全球第展开;18;169;187;9387;0.019921167572174284
韩国首尔的大学生参加“反对日本人排放核污水”集会阿南的微博视频;1;60;61;9387;0.006498348780227975
日本排放核污水，其目的何在？笔默君的微博视频;15;106;121;9387;0.01289016725258336
惊爆新闻美国竟然采取了一招阴狠至极的手段：大量进口日本海鲜产品，以帮助日本抵消中国禁止进口的巨大损失美国环境部新闻发言人甚至宣称，国际原子能机构已经鉴定日本排放的核污水完全合格，美国政府决定通过这种方式实现“互利互惠”。难道美国真心为日本着想吗？难道他们不怕核污染的海鲜对自己国民健康造成威胁吗？更为令人堪忧的是，是否存在美国通过第三国渠道将这些受污染的海鲜卖给中国的可能性？一想到这个情景，我不禁浑身冒冷汗。这一消息引发了世界范围内的巨大争议和恐慌。人们开始质疑美国政府背后的真实动机，怀疑他们不顾国民健康、只追求自身利益的冷血行为。这样的行为让人无法相信美国政府还有一丝公正和道义。我们呼吁国际社会高度警惕，要求有关部门严查美国的行为，并保护全球人民的身体健康。面对这样的局势，我们也要更加坚定地支持中国政府的决策，保护自己和家人的饮食安全。时刻保持警惕，不受信息的蒙蔽和欺骗，才能守护我们的健康与安全。;1;208;209;9387;0.022264834345371257
有些过于心酸了韩国海盐日本排放核污水张亲亲的微博视频;1;2;3;9387;0.00031959092361776926
金灿荣：日本排放核污水，我们“核平”了它？这是过嘴瘾;1;2;3;9387;0.00031959092361776926
转日本民众称：日本早在年前偷偷排放核污水，全球都在抵制日货。日本称为应对中国禁令已砸千亿日元痞蜀黍的微博视频;2;38;40;9387;0.00426121231490359
现在的紧急事项之一就是要让全世界七十亿人都知道日本正在每分每秒排放核污水进入海洋，还不让第三方进入监测，海洋每分每秒增加多少放射元素的真实数据七十亿地球人有权利清楚。希望小日本尽快在全球不断的施压中停止排放核污水（皇帝的新衣为何是一位小朋友喊出：为什么不穿衣服？，难道富人可以永远吃不到集聚到海洋生物体内的放射元素？），那些干着丧尽天良的恶行之人显然很清楚自己的目的，已经有无数的放射元素进入大海了，而且每分每秒都在增加中，尽早关闭阀门才是唯一出路中国因此制裁它还闹到联合国，个人觉得更好，会让更多的人了解它往大海排放核污水的事实，它可以干着危害全人类的事情却看不惯别人因此制裁它，个人祈祷早日出现如那位成功刺杀安倍晋三的勇士，为地球七十亿人做出个人贡献;3;3;6;9387;0.0006391818472355385
焦点坊谈超话超话韩国最大在野党党首李在明绝食第天，尹锡悦依然无动于衷李在明从月日起开始进行绝食示威，宣誓要反抗“暴政”，匡扶民主。当天是李在明绝食的第天。他的手段并不高明，但他却把矛头指向日本排放核污水和韩国政府的不作为，以此为借口。不过他是在保护自己也好，只要是在抵制日本核污水就应该得到我们的支持。日本将用亿日元处理核污染水负面信息日本已排放超吨核污染水椒哥微记录的微博视频;60;415;475;9387;0.05060189623948013
随手拍日本排放核污水污染海洋，我现在要多吃点怕以后没得吃了;1;1;2;9387;0.0002130606157451795
胡锡进我们需要管理自己的厌日情绪胡锡进请尊重部分国人表达“个人情结”的权力，中国是民主自由的国度，没必要上升到礼仪之邦，对外开放政策的高度济南惨案，九一八事变和七七事变，中国都掀起了抵制日货的浪潮，这是当时所有国人应该有的爱国行动中国人的礼仪和开放包容必须要建立在“平等待我”的前提下，何况日本不仅长期否认侵华战争罪行，更将核污水排放到大海，破坏全球环境和威胁国人健康，而日本某餐馆也挂出针对我们的招牌，难道我们不能对等反制？这样的黑恶国家要允许部分国人“谢绝日本人进入”，否则麻木不仁的中国人就真是“友邦惊诧”;1;2;3;9387;0.00031959092361776926
日本核污水排放或因台风而倒灌，善恶终有报，老天爷都看不下了台风，谢谢宝贝的关注，每日娱乐资讯推送快乐的猩球的微博视频;-6;1;-5;9387;-0.0005326515393629487
谁说特朗普不靠谱？这次特朗普还真的靠谱了一回。特朗普在排放核污水问题上，比拜登靠谱多了，拜登对日本的排核污水采取了毫无原则的纵客态度，而拜登这回则对日本公开进行了声讨，特朗普说：我可以确定，日本的核污水接触过数百种放射性元素，日本处理过？得了吧，即使是铜墙铁壁，也挡不住核泄漏。建国同志在日本排放核污水这件事情上还是有良知的，特朗普的心还是和我们在一起的，在此为特朗普点个赞;22;271;293;9387;0.031213380206668796
老兵带你看世界直击一线情况日本就中国暂停进口水产品向提交文件外交部：中方采取的措施正确、合理且必要网友：绝不妥协，必须还要让日本赔偿中国海洋渔业损失日本排放核污水的影响有多大品茶说酒的微博视频;4;22;26;9387;0.0027697880046873334
很久以后，学生问教师：为什么古人说大海是蓝色的呢？海大海日本排放核污水，谢谢宝贝的关注，每日娱乐资讯推送甜乃奈的微博视频;1;2;3;9387;0.00031959092361776926
月日清晨：日本传来坏消息核污水排海后，检出氚浓度增加五倍。日本政府宣布将核污水排放入大海以来，国内外的反对声音此起彼伏。自年福岛核事故以来，一直有争议围绕着该核电站的处理方式。日本政府表示，他们已经采取了必要的预防措施，并强调称排放核污水是一种安全的方法。然而，随着氚浓度展开;-16;1;-15;9387;-0.0015979546180888463
日本核污水排放的第十四天（补）终于认真开始准备六级了非常充实的一天虽然很累但是很开心很满足今天也要加油哇;1;1;2;9387;0.0002130606157451795
日本称为应对中国禁令已砸千亿日元日本算了个帐，如果深埋核污水需要花费亿日元，排海只花费亿日元。那么因排海造成的损失又是多少呢？仅中国这边公关费亿日元，水产品亿日元，还有日本十个县的其他食品怎么也有上百亿日元。这些加起来已经超过深埋核污水的费用了，而且进出口贸易是持续性损失，什么时候解禁还是未知数。日本出口损失的不仅是中国，美国、东南亚国家都在不同程度的限制，据媒体报道日本的食品基本上都是滞销的，贸易不正常，仅仅靠国际上的情怀，那能出口多少，这些损失难以估算。无论从外交上还是经济上，日本排放核污水都是得不偿失的，这个帐精明的小鬼子能算清楚，但他们依然一意孤行的排放，这到底有什么阴谋？不管是什么，小鬼子就是个祸害，不能不防。;122;853;975;9387;0.10386705017577501
无毒你穿成这样干啥呢娱乐评论大赏日本排放核污水张雪峰，谢谢宝贝的关注，每日娱乐资讯推送甜乃奈的微博视频;1;3;4;9387;0.000426121231490359
日本称为应对中国禁令已砸千亿日元日本排放核污水第十四天;1;11;12;9387;0.001278363694471077
又开始胡说八道了，前面看见好几个让中国人反思的，结果没下文自己坚持不住了，这边又来个让自己管理情绪的，你咋不呼吁美国管理好自己的情绪，不要动不动就制裁？你咋不呼吁日本人管理好情绪，不要动不动抵制中国抗一核污水排放还要告到？老实人活该被欺负，要不再向日本承认个错误？胡锡进我们需要管理自己的厌日情绪日本就中国暂停进口水产品向提交文件;9;9;18;9387;0.0019175455417066154
核污染水排放这多天内，全球瞩目这一问题不仅感到怒火和担忧，因为核污水的排放背离了日本人民，也危害了整个地球，引发全球强烈反对和抗议。科考船驶向福岛周边海域，旨在揭示真相，搞清楚灾难是否已超出我们的想象。日本无法逃避责任。他们的鲁莽和冒险行为不仅伤害了自己，更伤害了整个地球。展开;103;464;567;9387;0.06040268456375839
核污染水排放这多天内，全球瞩目这一问题不仅感到怒火和担忧，因为核污水的排放背离了日本人民，也危害了整个地球，引发全球强烈反对和抗议。科考船驶向福岛周边海域，旨在揭示真相，搞清楚灾难是否已超出我们的想象。日本无法逃避责任。他们的鲁莽和冒险行为不仅伤害了自己，更伤害了整个地球。人们对日本的失望和愤怒已达巅峰，要求其停止核污水排放，并承担应有的责任。栗香派派的微博视频;105;464;569;9387;0.06061574517950357
日本什么时候才能停止排放核污水啊感觉现在每天的生活都是世界末日倒计时，我的爸爸妈妈还没有去过海边，我的爷爷奶奶也还没有去过海边，我还有好多亲人没有来得及见到大海，以后却再也没有办法见到干净的大海了日本核污水超话;1;0;1;9387;0.00010653030787258975
韩国民众举行集会，抗议日本排放核污水，抗议尹锡悦支持日本排放核污水，要求尹锡悦滚回家种田去上帝之鹰的微博视频;14;247;261;9387;0.027804410354745925
日本核污染水排海量已超吨日本计划收购保管受核污水影响水产品日本福岛核污染水排海累计排放量已超吨，随着核污染水排放入海，日本水产品形象严重受损，出口下滑。据日媒报道，日本政府内阁成员会议决定紧急拨款亿日元支援水产业，具体措施包括，临时收购并保管出口受到核污染水排展开;2;1;3;9387;0.00031959092361776926
造什么孽才让我们碰到这些邻居世界破破烂烂造孽日本排放核污水张亲亲的微博视频;0;1;1;9387;0.00010653030787258975
气死人了，小日本股市自排放核污水后，股市连续上涨丝毫不受影响;110;1308;1418;9387;0.15105997656333225
日本民众称：日本早在年前偷偷排放核污水，全球都在抵制日货。日本称为应对中国禁令已砸千亿日元痞蜀黍的微博视频;4;1014;1018;9387;0.10844785341429637
日本称为应对中国禁令已砸千亿日元北京超话上海俄已经派科学家去核污水排放的福岛检测，一旦测出严重超标，大鹅会先小伊万爆了这污染源，然后日本得支付整个项目亿美元的费用及海洋修复及全世界人民的健康修复费用万亿人民币。数年后美元不值钱，因而不说美元;6;48;54;9387;0.005752636625119847
乘日本排放核污水之机，将广东人与日本人联系起来进行诋毁，在未经确认原材料产地情况下歧途搞地域攻击、煽动抵制寿司餐饮行业日本核污染水排海正式开始;1;0;1;9387;0.00010653030787258975
