用户名;评论内容;评论时间;IP属地;帖子账号粉丝数;一级账号粉丝数;评论属地;评论点赞数;发布时间;链接;发布者;评论数;点赞数;转发数;文本;发布者;评论文本;标记
Keith Ken;"The US' accusation of Chinese industrial ""overcapacity"" is a false proposition, as the competitiveness
of Chinese products relies on homegrown innovation. China is on track to become a global leader in innovation. Despite US suppression, there is still much more potential for China’s green growth in the future";2024-05-22T23:57:00;;;;;;2024-05-23T12:47:16;https://facebook.com/story.php?story_fbid=pfbid0XM4fMU9fsD4z1DZUFxnG7rGym1enPUnnYCTp7NXGN71A6FW52yQRQa9szzraL8SGl&id=100064866483380;Global Times;4;32;2;"The US' accusation of Chinese industrial ""overcapacity"" is a false proposition, as the competitiveness of Chinese products relies on homegrown innovation. China is on track to become a global leader in innovation. Despite US suppression, there is still much more potential for China’s green growth in the future: expert";Global Times;;0
Ks Yorajchadara;"The USA thugs exposed for their lies about the Fort Derrick virus. Covering up. Bullying people who knew like courageous college students defending Palestine for telling the truth
Fort Derrick virus = USA virus = lies = millions of death and misery
Get your facts right and come back USA Latino janitors and pinoymaids 😂
Little maid trolls at your keyboards";2024-05-23T00:00:00;;;;;;2024-05-23T12:47:16;https://facebook.com/story.php?story_fbid=pfbid0XM4fMU9fsD4z1DZUFxnG7rGym1enPUnnYCTp7NXGN71A6FW52yQRQa9szzraL8SGl&id=100064866483380;Global Times;4;32;2;"The US' accusation of Chinese industrial ""overcapacity"" is a false proposition, as the competitiveness of Chinese products relies on homegrown innovation. China is on track to become a global leader in innovation. Despite US suppression, there is still much more potential for China’s green growth in the future: expert";Global Times;;0
Francois Girard;"Everyone please say hello to the fake account little pink troll or bot paid by the CCP thugs and GT. No need to answer any of his 1 yuan post. Just parroting of the CCP propaganda and waffle. Part of the trolls factory of the CCP using FB banned in CCP land 😂

https://
www.facebook.com
/loke.ks";2024-05-22T23:21:00;;;;;;2024-05-23T12:47:16;https://facebook.com/story.php?story_fbid=pfbid0XM4fMU9fsD4z1DZUFxnG7rGym1enPUnnYCTp7NXGN71A6FW52yQRQa9szzraL8SGl&id=100064866483380;Global Times;4;32;2;"The US' accusation of Chinese industrial ""overcapacity"" is a false proposition, as the competitiveness of Chinese products relies on homegrown innovation. China is on track to become a global leader in innovation. Despite US suppression, there is still much more potential for China’s green growth in the future: expert";Global Times;;0
Сеять Хаос;"https://
www.facebook.com
/share/v/
a7WWzd1h6DS1cUqg
/
?mibextid=jmPrMh";2024-05-22T23:19:00;;;;;;2024-05-23T12:47:16;https://facebook.com/story.php?story_fbid=pfbid0XM4fMU9fsD4z1DZUFxnG7rGym1enPUnnYCTp7NXGN71A6FW52yQRQa9szzraL8SGl&id=100064866483380;Global Times;4;32;2;"The US' accusation of Chinese industrial ""overcapacity"" is a false proposition, as the competitiveness of Chinese products relies on homegrown innovation. China is on track to become a global leader in innovation. Despite US suppression, there is still much more potential for China’s green growth in the future: expert";Global Times;;0
Keith Ken;Pinoymaids colonialism wanna be = Hatred, chaos, war, terrorism, crimes, lies and all other bad elements.;2024-05-22T23:57:00;;;;;;2024-05-23T13:09:05;https://facebook.com/story.php?story_fbid=pfbid02FqHHpwGZH8RvXDrGhrYKuZQ5oSLVhbrEgqYtSWrgDV6Tde7tToaJisApcNMQPMeNl&id=100064866483380;Global Times;9;12;1;"#Editorial: Lai Ching-te, who incites anti-China sentiment and attempts to achieve ""independence through force,"" is pushing Taiwan into a perilous situation of potential conflicts, bringing profound disasters to the Taiwan compatriots.
https://www.globaltimes.cn/page/202405/1312908.shtml";Global Times;;0
Ks Yorajchadara;"The USA thugs exposed for their lies about the Fort Derrick virus. Covering up. Bullying people who knew like courageous college students defending Palestine for telling the truth
Fort Derrick virus = USA virus = lies = millions of death and misery
Get your facts right and come back USA Latino janitors and pinoymaids 😂
Little maid trolls at your keyboards";2024-05-22T23:59:00;;;;;;2024-05-23T13:09:05;https://facebook.com/story.php?story_fbid=pfbid02FqHHpwGZH8RvXDrGhrYKuZQ5oSLVhbrEgqYtSWrgDV6Tde7tToaJisApcNMQPMeNl&id=100064866483380;Global Times;9;12;1;"#Editorial: Lai Ching-te, who incites anti-China sentiment and attempts to achieve ""independence through force,"" is pushing Taiwan into a perilous situation of potential conflicts, bringing profound disasters to the Taiwan compatriots.
https://www.globaltimes.cn/page/202405/1312908.shtml";Global Times;;0
Paulo Fauretza;"Taiwan is ALREADY INDEPENDENT 👌🏽

One China, One Taiwan, One Singapore 👌🏽

Each A COUNTRY of Chinese

https://
youtu.be/
y0DcgiRN7X0?si=o
S6UNSsXPSa4vhz6";2024-05-22T23:50:00;;;;;;2024-05-23T13:09:05;https://facebook.com/story.php?story_fbid=pfbid02FqHHpwGZH8RvXDrGhrYKuZQ5oSLVhbrEgqYtSWrgDV6Tde7tToaJisApcNMQPMeNl&id=100064866483380;Global Times;9;12;1;"#Editorial: Lai Ching-te, who incites anti-China sentiment and attempts to achieve ""independence through force,"" is pushing Taiwan into a perilous situation of potential conflicts, bringing profound disasters to the Taiwan compatriots.
https://www.globaltimes.cn/page/202405/1312908.shtml";Global Times;;0
Foh Gomy;If China continues to threaten Taiwan, the new President Lai Ching-Te has the right to ask the US, EU, Japan, Australia and India to intervene in the matter of Taiwan. 🤣 🤣 🤣;2024-05-22T23:50:00;;;;;;2024-05-23T13:09:05;https://facebook.com/story.php?story_fbid=pfbid02FqHHpwGZH8RvXDrGhrYKuZQ5oSLVhbrEgqYtSWrgDV6Tde7tToaJisApcNMQPMeNl&id=100064866483380;Global Times;9;12;1;"#Editorial: Lai Ching-te, who incites anti-China sentiment and attempts to achieve ""independence through force,"" is pushing Taiwan into a perilous situation of potential conflicts, bringing profound disasters to the Taiwan compatriots.
https://www.globaltimes.cn/page/202405/1312908.shtml";Global Times;;0
Foh Gomy;"After the formation of the new government in Taiwan, China's frenzy over it has reached a peak and is behaving like a psycho in a state of disorientation.
🤣 🤣 🤣";2024-05-22T23:52:00;;;;;;2024-05-23T13:09:05;https://facebook.com/story.php?story_fbid=pfbid02FqHHpwGZH8RvXDrGhrYKuZQ5oSLVhbrEgqYtSWrgDV6Tde7tToaJisApcNMQPMeNl&id=100064866483380;Global Times;9;12;1;"#Editorial: Lai Ching-te, who incites anti-China sentiment and attempts to achieve ""independence through force,"" is pushing Taiwan into a perilous situation of potential conflicts, bringing profound disasters to the Taiwan compatriots.
https://www.globaltimes.cn/page/202405/1312908.shtml";Global Times;;0
Tan Leong;"Lai cheng te another US puppet like zelensky but the 60% patriots taiwanese will not be like the ukrainians who are brainwashed and living with illusions
Most likely an implosive revolution will be triggered once the PRC sound the alarm";2024-05-22T23:59:00;;;;;;2024-05-23T13:09:05;https://facebook.com/story.php?story_fbid=pfbid02FqHHpwGZH8RvXDrGhrYKuZQ5oSLVhbrEgqYtSWrgDV6Tde7tToaJisApcNMQPMeNl&id=100064866483380;Global Times;9;12;1;"#Editorial: Lai Ching-te, who incites anti-China sentiment and attempts to achieve ""independence through force,"" is pushing Taiwan into a perilous situation of potential conflicts, bringing profound disasters to the Taiwan compatriots.
https://www.globaltimes.cn/page/202405/1312908.shtml";Global Times;;0
Ade Ezekiel;Let the war begins 🗣️📢;2024-05-22T23:52:00;;;;;;2024-05-23T13:09:05;https://facebook.com/story.php?story_fbid=pfbid02FqHHpwGZH8RvXDrGhrYKuZQ5oSLVhbrEgqYtSWrgDV6Tde7tToaJisApcNMQPMeNl&id=100064866483380;Global Times;9;12;1;"#Editorial: Lai Ching-te, who incites anti-China sentiment and attempts to achieve ""independence through force,"" is pushing Taiwan into a perilous situation of potential conflicts, bringing profound disasters to the Taiwan compatriots.
https://www.globaltimes.cn/page/202405/1312908.shtml";Global Times;;0
James Wu;China is an aggressor and biggest bully in Asia, does not respect international law, Everything is an excuse for their expansionist ambitions, They also want the entire South Sea and Taiwan Strait, to themselves. What a disgusting bad bully country! China said don't war and they call for international peace but It always bullies and coercion neighbors Taiwan. what’s this barbarian logics…the cost of invading Taiwan will be enormous.;2024-05-22T20:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Gary Scobie;Its the illegal Communist regime that came to power by force thats guilty of separatist acts. When was they're last free and fair election?, when was the last time they allowed an opposition party to run for the Chinese parliament?;2024-05-22T20:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
NK Low;PRC told the world for 70 yrs, it will retake Taiwan regardless of cost but prefer peaceful reunification. Yesterday, Lai announce PRC and ROC are 2 countries meaning peaceful reunification is now impossible, therefore PLA has no option but use force now.;2024-05-22T20:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
NK Low;These training and exercise sessions will become perpetual since Lai announce that PRC and ROC are 2 countries meaning peaceful reunification is impossible. It leaves PLA with no choice left under Chinese laws.;2024-05-22T20:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Jue Chen;"所以台灣靠近美日，遠離中國，就
是順理成章的事。";2024-05-22T21:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Rezaul Karim Fahim;It's one kind of invasion;2024-05-22T19:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Soonsiang Teo;This drills will be conducted every now and then, from small to a larger scale and when all things are ready, just send missiles to the island and conquer;2024-05-22T19:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Jojo L'amour;What can Taiwan do against China? It's better to ally with its grandfather. ✍✌;2024-05-22T20:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Ratsebe Lekoatsa;Well done China 🇨🇳;2024-05-22T19:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Gary Scobie;Its the illegal Communist regime that came to power by force thats guilty of separatist acts. When was they're last free and fair election?, when was the last time they allowed an opposition party to run for the Chinese parliament? Maybe they should let Taiwan choose it's own future. Let the people of Hong Kong choose, let the people of Beijing choose!;2024-05-22T20:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Krystina Schr;Is there any nation not* experiencing or facing political upheaval? 🤔;2024-05-22T20:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Сергей Пригара;China's actions towards Taiwan look bad. The difference in dimensions is too great and the manners are borrowed from the friendly Kremlin.🤮;2024-05-22T20:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Andrew Charlton;China needs to be treated like North Korea.;2024-05-22T19:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Brand Henry;Until the whole world get to know how good and generous he is I won't stop saying this cause my life has taken another greatly shape financially Sir Donald Williamson;2024-05-22T20:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Daniel Canales;America is gonna start a anither war;2024-05-22T22:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Hugh Jorgen;Trump for World Peace;2024-05-22T19:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Sarah Willy Sarah;A man who cares for the betterment of others is a great man I'm saying this because of the good skills which Donald has impacted in many Soul I'm grateful that I came across a comment like this online thank you so much sir for your kindness and your good work keep it up Donald Williamson;2024-05-22T19:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Andy Ong;China loves wars and stealing land. This is a stealing drill.;2024-05-22T23:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Marvin Low;"Conventional or nuclear war is cruel and costly to world trade and security, and once is started it will be difficult to silent the sound of shelling, gunfire, missiles, planes, and prevent the destruction to infrastructures
, plants, environment, warships, submarines and fighter jets, displacement of people, and the killing and suffering of animals, soldiers, sailors, pilots and civilians.

Look at what happens to Ukraine now, a small nation (funded by US taxpayers and US led Nato members) involved in a conflict with a bigger and stronger neighbouring Russia. The world feels sorry for the suffering and displacement of Ukrainian people, running away from their homeland to seek shelter in other parts of Europe as refugees!
In addition we all know that the more you engage in conflict or war, the poorer and the more desperate you become!!

As Taiwan is a Chinese province, a war over Taiwan is not in China’s interest (Chinese killing Chinese). However, dialogue, negotiation, and collaboration are an effective way for both of them to come together in a peaceful reunification process and thus preventing war in Asia Pacific region. However, China has reiterated on countless occasions that it will take military action if Taiwan crosses Beijing's red lines and makes a move towards independence. In short, Chinas’ actions are all about safeguarding Chinese sovereignty and territorial integrity, development and core interests. The use of force is to guard against external interference from the US and its eastern and western allies, all secessionists' activities and is not targeting Chinese in Taiwan island.

The PLA is the world's largest military in terms of personnel, and its modernisation is progressing smoothly and speedily. A sea blockage by China will cause chaos and panic to the small island and Taiwan remains massively outgunned by China. The PLA is adding hundreds of new fighter jets, submarines and warships every year. Fighting at the backyard (Taiwan Strait, South China Sea and East China Sea), PLA will have overwhelming military strength in depth and advantage over the US and its allies in terms of troop numbers, quick mobilisation of its formidable air, land and naval forces, massively well-protected airspace, blockade of Taiwan and Spratly Islands capability, ballistic missile submarines, warships, hypersonic missiles and conventional arms and weapons at its disposal!!.

Many foreign military strategists and analysts fear that If the US and its allies interfere in the Chinese peaceful reunification process, not only will the US lose its nuclear-powered
aircraft carriers, it will lose all of its military bases in the Asia-Pacific region, such as Japan, Philippines, Guam and even Australia if the military conflict breaks out.

https://
gagadget.com/en/
268059-china-equ
ips-h-6k-nuclea
r-bombers-with-
yj-21-hypersoni
c-missiles-with
-a-speed-of-mor
e-than-12000-km
h-and-a-launch-
range-o-amp/

https://
www.rfa.org/
english/news/
southchinasea/
us-china-war-022
12023024026.htm
l?fbclid=IwAR2Q
PQk360XEnjPCFR6
PCFp-QpTQu-4BpZ
6lxG9r-0f4ikLYJ
3x3zf0kG7g

——————-";2024-05-22T21:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Niccolò Mecconi;be careful in case of war Chinese immigrants are a legitimate target....;2024-05-22T20:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Elizabeth Noel;Life is like a sewer...what you get out of it depends on what you put into it. Never depend on a single income. don't involved in a hard work, investment and trading pays even when you're sleeping reach, hurry now and connect Luke Maxwell;2024-05-22T19:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Chard C. Cariño;And they say they're the ones who keeps peace in the region. Liar and propagandist!;2024-05-22T19:00:00;;;;;;2024-05-23T08:01:11;https://facebook.com/story.php?story_fbid=pfbid02GorNggaiLHTHQxmcgU75btcqA9ScYU1XTQwkAnwDTywL9RT2s7SAbwREYQ5SxSRgl&id=100059422245844;Reuters;56;82;11;"Taiwan's military mobilised its forces after China started two days of punishment drills around Taiwan on Thursday in what it said was a response to ""separatist acts"", and after new Taiwan President Lai Ching-te delivered his inauguration speech.";Reuters;;0
Marc Vincent Delaney;"Difficult, yes. But not impossible.
And certainly — admirable. 🇺🇸";2024-05-22T22:00:00;;;;;;2024-05-23T10:30:40;https://facebook.com/story.php?story_fbid=pfbid0PYApJEuPkoWKwqbCDjwqN1Ur8h2Un4WThityEbPWtBrDq4eg6oVWXf2iERGERYztl&id=100059422245844;Reuters;11;32;3;China, the world's biggest agriculture importer, has set targets to drastically reduce its reliance on overseas buying over the coming decade in line with its push for food security, but they will be exceedingly difficult to meet, experts say.;Reuters;;0
Alejandro Jose Reboa;Amazing news by Reuters maligning China hehehe West should be more concerned on their own woes and decline 🤑🤑🤑🤏🤏🤏😵😵😵;2024-05-22T22:00:00;;;;;;2024-05-23T10:30:40;https://facebook.com/story.php?story_fbid=pfbid0PYApJEuPkoWKwqbCDjwqN1Ur8h2Un4WThityEbPWtBrDq4eg6oVWXf2iERGERYztl&id=100059422245844;Reuters;11;32;3;China, the world's biggest agriculture importer, has set targets to drastically reduce its reliance on overseas buying over the coming decade in line with its push for food security, but they will be exceedingly difficult to meet, experts say.;Reuters;;0
Lemuel Campbell;yes. study how other progressive country have become self reliant when it comes to food. then a decade from now. China will go to war against them blaming them with all the reason in this world. terrorist long term strategy;2024-05-22T22:00:00;;;;;;2024-05-23T10:30:40;https://facebook.com/story.php?story_fbid=pfbid0PYApJEuPkoWKwqbCDjwqN1Ur8h2Un4WThityEbPWtBrDq4eg6oVWXf2iERGERYztl&id=100059422245844;Reuters;11;32;3;China, the world's biggest agriculture importer, has set targets to drastically reduce its reliance on overseas buying over the coming decade in line with its push for food security, but they will be exceedingly difficult to meet, experts say.;Reuters;;0
J Smooth Johnson;Tell us about the 35M homeless Amercans and those reliant on food stamps;2024-05-22T22:00:00;;;;;;2024-05-23T10:30:40;https://facebook.com/story.php?story_fbid=pfbid0PYApJEuPkoWKwqbCDjwqN1Ur8h2Un4WThityEbPWtBrDq4eg6oVWXf2iERGERYztl&id=100059422245844;Reuters;11;32;3;China, the world's biggest agriculture importer, has set targets to drastically reduce its reliance on overseas buying over the coming decade in line with its push for food security, but they will be exceedingly difficult to meet, experts say.;Reuters;;0
Paul Jackson;"""experts"" say!
😂😅😅😅😅";2024-05-22T22:00:00;;;;;;2024-05-23T10:30:40;https://facebook.com/story.php?story_fbid=pfbid0PYApJEuPkoWKwqbCDjwqN1Ur8h2Un4WThityEbPWtBrDq4eg6oVWXf2iERGERYztl&id=100059422245844;Reuters;11;32;3;China, the world's biggest agriculture importer, has set targets to drastically reduce its reliance on overseas buying over the coming decade in line with its push for food security, but they will be exceedingly difficult to meet, experts say.;Reuters;;0
Julian Tirazona;Reuters don't understand all these can be resolved.;2024-05-22T22:00:00;;;;;;2024-05-23T10:30:40;https://facebook.com/story.php?story_fbid=pfbid0PYApJEuPkoWKwqbCDjwqN1Ur8h2Un4WThityEbPWtBrDq4eg6oVWXf2iERGERYztl&id=100059422245844;Reuters;11;32;3;China, the world's biggest agriculture importer, has set targets to drastically reduce its reliance on overseas buying over the coming decade in line with its push for food security, but they will be exceedingly difficult to meet, experts say.;Reuters;;0
Tiananmen Square Tusha;"Xi Jinping promised his people that they will have jobs for life, food on table, roofs over their heads and social peace and security if they give up their political rights and voices.

Now China’s economy has collapsed. People eh have lost their jobs. Their lifetime savings for property evaporated together with bankrupt property developers.

Agriculture land was sold by provincial governments to build thousands of empty unwanted apartments.

And now China is running out of arable land for farming.

No food. No money. No jobs. No home.

What has Xi Jinping done for his people after 12yrs on the throne?

But Xi had done wonders for himself. Just look at his chubby cheeks, rotund belly, waddling gait. China is prosperous.";2024-05-22T23:00:00;;;;;;2024-05-23T10:30:40;https://facebook.com/story.php?story_fbid=pfbid0PYApJEuPkoWKwqbCDjwqN1Ur8h2Un4WThityEbPWtBrDq4eg6oVWXf2iERGERYztl&id=100059422245844;Reuters;11;32;3;China, the world's biggest agriculture importer, has set targets to drastically reduce its reliance on overseas buying over the coming decade in line with its push for food security, but they will be exceedingly difficult to meet, experts say.;Reuters;;0
Daniel Canales;More millerite prophecies;2024-05-22T22:00:00;;;;;;2024-05-23T10:30:40;https://facebook.com/story.php?story_fbid=pfbid0PYApJEuPkoWKwqbCDjwqN1Ur8h2Un4WThityEbPWtBrDq4eg6oVWXf2iERGERYztl&id=100059422245844;Reuters;11;32;3;China, the world's biggest agriculture importer, has set targets to drastically reduce its reliance on overseas buying over the coming decade in line with its push for food security, but they will be exceedingly difficult to meet, experts say.;Reuters;;0
Tommy Lucas;Propaganda arm of the democrat communist cult in Washington desperately pushing hate and division for politics.;2024-05-22T22:00:00;;;;;;2024-05-23T10:30:40;https://facebook.com/story.php?story_fbid=pfbid0PYApJEuPkoWKwqbCDjwqN1Ur8h2Un4WThityEbPWtBrDq4eg6oVWXf2iERGERYztl&id=100059422245844;Reuters;11;32;3;China, the world's biggest agriculture importer, has set targets to drastically reduce its reliance on overseas buying over the coming decade in line with its push for food security, but they will be exceedingly difficult to meet, experts say.;Reuters;;0
